Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,WScore,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,Luck_x,SOS_AdjEM_x,SOS_OppO_x,SOS_OppD_x,NCSOS_AdjEM_x,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LTeamID,LScore,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,Luck_y,SOS_AdjEM_y,SOS_OppO_y,SOS_OppD_y,NCSOS_AdjEM_y,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
1,kansas,30.23,115.8,85.5,67.3,0.04,12.66,107.4,94.7,9.58,2020,1242.0,1242,75.66666666666667,30.23000000000001,115.80000000000005,85.5,67.29999999999997,0.04000000000000001,12.660000000000004,107.40000000000006,94.69999999999999,9.580000000000005,27.62962962962963,56.77777777777778,6.518518518518518,18.962962962962962,13.88888888888889,20.555555555555557,10.777777777777779,28.037037037037038,14.037037037037036,12.148148148148149,7.62962962962963,4.518518518518518,14.703703703703704,1318.0,60.2962962962963,12.11296296296296,106.85555555555555,94.72962962962958,67.83333333333334,-0.014592592592592593,7.177037037037038,105.41111111111111,98.23333333333333,1.3003703703703706,21.814814814814813,58.44444444444444,7.2592592592592595,23.88888888888889,9.407407407407407,13.962962962962964,10.148148148148149,21.925925925925927,11.444444444444445,12.962962962962964,6.111111111111111,3.925925925925926,17.22222222222222
2,gonzaga,26.95,121.3,94.4,71.9,0.05,2.42,103.5,101.0,-2.09,2020,1211.0,1211,88.13793103448276,26.95000000000001,121.30000000000005,94.40000000000005,71.90000000000003,0.050000000000000024,2.4200000000000013,103.5,101.0,-2.0900000000000016,32.41379310344828,62.241379310344826,7.517241379310345,19.103448275862068,15.793103448275861,23.103448275862068,11.275862068965518,29.275862068965516,16.75862068965517,11.0,7.275862068965517,3.9310344827586206,14.862068965517242,1321.103448275862,67.48275862068965,3.524137931034483,104.21379310344827,100.68965517241378,68.29310344827586,0.004241379310344829,2.682758620689654,104.08965517241384,101.42068965517241,1.2979310344827588,25.689655172413794,61.96551724137931,6.655172413793103,21.413793103448278,9.448275862068966,13.517241379310345,8.586206896551724,22.103448275862068,10.793103448275861,13.03448275862069,5.9655172413793105,3.0689655172413794,19.103448275862068
3,baylor,25.49,113.5,88.1,66.2,0.016,10.2,106.4,96.2,1.38,2020,1124.0,1124,71.0,25.490000000000006,113.5,88.09999999999997,66.20000000000003,0.01600000000000001,10.199999999999996,106.40000000000005,96.2,1.3799999999999992,24.958333333333332,58.166666666666664,7.833333333333333,21.833333333333332,13.25,18.75,12.958333333333334,23.958333333333332,13.333333333333334,11.708333333333334,7.791666666666667,4.291666666666667,16.458333333333332,1296.5416666666667,58.875,11.455416666666665,107.04583333333335,95.57916666666665,67.93333333333334,-0.020374999999999994,7.911666666666666,105.73333333333333,97.825,2.692083333333333,21.125,53.708333333333336,5.916666666666667,19.541666666666668,10.708333333333334,15.541666666666666,10.041666666666666,22.541666666666668,11.208333333333334,14.958333333333334,5.541666666666667,4.708333333333333,18.75
4,dayton,24.93,119.1,94.1,67.6,0.002,2.74,104.1,101.3,-0.74,2020,1173.0,1173,80.0,24.92999999999999,119.09999999999994,94.09999999999995,67.59999999999997,0.0020000000000000013,2.74,104.09999999999994,101.30000000000003,-0.7399999999999997,29.17241379310345,55.13793103448276,7.793103448275862,21.379310344827587,13.862068965517242,19.275862068965516,7.896551724137931,27.379310344827587,17.655172413793103,12.275862068965518,5.689655172413793,3.4482758620689653,16.896551724137932,1287.9310344827586,63.172413793103445,2.858965517241379,104.19310344827585,101.33793103448276,68.07931034482758,0.016965517241379312,1.3813793103448277,103.04137931034481,101.65862068965518,-0.11517241379310347,23.0,56.62068965517241,6.310344827586207,19.03448275862069,10.862068965517242,17.17241379310345,9.689655172413794,21.344827586206897,10.89655172413793,13.137931034482758,5.310344827586207,2.6206896551724137,18.17241379310345
5,duke,24.62,115.7,91.1,72.0,-0.009000000000000001,7.28,106.0,98.7,2.6,2020,1181.0,1181,84.52,24.62,115.69999999999996,91.09999999999997,72.0,-0.009000000000000006,7.28,106.0,98.7,2.6000000000000005,30.68,63.36,7.36,20.0,15.8,21.44,13.0,27.92,16.36,12.68,8.32,5.92,17.2,1278.48,64.44,7.699600000000003,106.49199999999998,98.804,68.90799999999999,0.0023199999999999974,6.215999999999999,105.39600000000002,99.176,0.6755999999999999,24.04,60.12,4.64,16.96,11.72,17.72,10.88,22.32,11.32,15.24,6.72,3.56,18.48
6,san diego st.,24.48,115.1,90.6,64.6,-0.008,2.98,105.3,102.3,-1.8,2020,1361.0,1361,75.10714285714286,24.48000000000001,115.09999999999994,90.59999999999995,64.59999999999997,-0.008000000000000005,2.98,105.30000000000004,102.30000000000003,-1.7999999999999992,26.607142857142858,56.25,9.214285714285714,23.785714285714285,12.678571428571429,16.285714285714285,9.0,25.857142857142858,14.464285714285714,10.964285714285714,6.607142857142857,2.75,16.714285714285715,1271.357142857143,59.5,3.5053571428571435,105.56428571428573,102.06785714285715,68.90714285714286,0.002821428571428573,3.021785714285715,104.54285714285716,101.52142857142856,1.2025000000000001,20.535714285714285,53.357142857142854,6.678571428571429,22.392857142857142,11.678571428571429,16.0,8.964285714285714,22.357142857142858,11.178571428571429,13.821428571428571,5.392857142857143,1.8928571428571428,17.464285714285715
7,michigan st.,24.03,115.2,91.2,69.1,-0.012,12.04,108.6,96.5,1.83,2020,1277.0,1277,81.0909090909091,24.029999999999987,115.19999999999999,91.20000000000003,69.09999999999998,-0.012000000000000004,12.039999999999994,108.59999999999995,96.5,1.829999999999999,28.90909090909091,60.0,8.363636363636363,22.5,14.909090909090908,19.772727272727273,11.818181818181818,31.136363636363637,19.454545454545453,12.272727272727273,5.2727272727272725,5.181818181818182,16.59090909090909,1292.4545454545455,61.77272727272727,9.345,107.3727272727273,98.01818181818182,67.60000000000001,-0.012681818181818181,7.890909090909091,106.4590909090909,98.55909090909091,-0.2940909090909091,22.181818181818183,61.95454545454545,5.954545454545454,23.636363636363637,11.454545454545455,16.5,10.954545454545455,21.818181818181817,12.136363636363637,11.545454545454545,5.636363636363637,2.8181818181818183,17.681818181818183
8,ohio st.,22.23,114.3,92.0,66.2,-0.038,11.1,108.0,96.9,-1.31,2020,1326.0,1326,76.05,22.230000000000004,114.3,92.0,66.20000000000002,-0.038000000000000006,11.099999999999996,108.0,96.90000000000003,-1.3099999999999998,25.8,54.9,8.95,22.75,15.5,20.55,10.15,27.95,14.3,11.55,5.1,3.8,15.55,1290.7,58.55,8.8185,106.80000000000003,97.98,68.315,-0.0114,6.7109999999999985,105.875,99.17499999999998,-0.678,21.15,56.65,6.95,22.5,9.3,13.65,9.7,21.35,10.1,12.8,4.3,2.8,18.95
9,louisville,21.36,114.5,93.1,67.1,-0.003,7.1,105.3,98.2,-1.09,2020,1257.0,1257,77.625,21.36000000000001,114.5,93.09999999999997,67.09999999999998,-0.003000000000000001,7.099999999999997,105.30000000000001,98.2,-1.09,27.25,57.083333333333336,8.916666666666666,21.625,14.208333333333334,19.083333333333332,10.458333333333334,29.166666666666668,14.833333333333334,11.791666666666666,5.333333333333333,2.7083333333333335,16.041666666666668,1300.0,61.166666666666664,5.854166666666668,105.2666666666667,99.40416666666664,68.03333333333333,0.007833333333333335,4.4070833333333335,104.45000000000003,100.04166666666667,-0.5775,21.583333333333332,58.583333333333336,7.166666666666667,24.791666666666668,10.833333333333334,15.166666666666666,10.0,21.833333333333332,10.166666666666666,11.708333333333334,5.833333333333333,2.8333333333333335,17.291666666666668
10,west virginia,21.26,108.3,87.1,69.4,-0.027999999999999997,11.28,107.2,95.9,5.8,2020,1452.0,1452,74.42857142857143,21.259999999999998,108.29999999999998,87.09999999999997,69.40000000000002,-0.028000000000000014,11.28,107.20000000000002,95.90000000000003,5.799999999999998,26.095238095238095,58.142857142857146,5.142857142857143,17.19047619047619,17.095238095238095,26.142857142857142,14.857142857142858,27.476190476190474,13.238095238095237,14.095238095238095,8.0,3.9523809523809526,18.19047619047619,1294.5714285714287,58.476190476190474,9.712380952380952,106.97619047619048,97.25714285714287,67.45714285714287,-0.005476190476190475,5.069047619047619,104.43333333333332,99.37619047619049,1.0785714285714283,19.80952380952381,55.523809523809526,5.523809523809524,21.523809523809526,13.333333333333334,19.142857142857142,10.095238095238095,21.333333333333332,8.476190476190476,15.476190476190476,6.761904761904762,2.6666666666666665,22.523809523809526
