Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,WScore,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,Luck_x,SOS_AdjEM_x,SOS_OppO_x,SOS_OppD_x,NCSOS_AdjEM_x,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LTeamID,LScore,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,Luck_y,SOS_AdjEM_y,SOS_OppO_y,SOS_OppD_y,NCSOS_AdjEM_y,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
1,gonzaga,32.05,118.4,86.3,70.1,0.02,2.99,106.2,103.3,1.01,2017,1211.0,1211,84.61290322580645,32.04999999999998,118.40000000000006,86.30000000000003,70.09999999999997,0.020000000000000007,2.9899999999999993,106.19999999999995,103.30000000000005,1.0100000000000007,30.322580645161292,58.29032258064516,7.290322580645161,18.806451612903224,16.677419354838708,22.322580645161292,9.03225806451613,31.193548387096776,16.06451612903226,11.096774193548388,7.0,4.580645161290323,16.580645161290324,1317.9032258064517,60.516129032258064,3.1422580645161293,106.16451612903225,103.01935483870967,66.8516129032258,0.003483870967741937,1.384516129032258,105.15806451612903,103.7741935483871,-2.456129032258064,22.129032258064516,60.935483870967744,5.806451612903226,19.29032258064516,10.451612903225806,15.806451612903226,10.419354838709678,21.870967741935484,9.516129032258064,12.290322580645162,5.0,2.6129032258064515,19.580645161290324
2,villanova,29.88,122.4,92.5,64.1,0.01,9.33,109.8,100.5,3.55,2017,1437.0,1437,78.87096774193549,29.88,122.40000000000006,92.5,64.09999999999997,0.010000000000000004,9.330000000000004,109.80000000000005,100.5,3.549999999999998,27.161290322580644,53.61290322580645,9.096774193548388,23.419354838709676,15.451612903225806,19.35483870967742,8.161290322580646,25.548387096774192,14.774193548387096,11.35483870967742,7.387096774193548,3.129032258064516,13.935483870967742,1313.0967741935483,61.96774193548387,9.258387096774193,109.52580645161292,100.26129032258062,68.20645161290322,-0.0060967741935483875,6.704838709677421,108.39677419354838,101.70322580645163,-1.1806451612903226,23.322580645161292,56.645161290322584,6.967741935483871,22.70967741935484,8.35483870967742,11.870967741935484,9.419354838709678,20.0,13.419354838709678,13.419354838709678,5.258064516129032,1.8064516129032258,18.35483870967742
3,north carolina,28.22,120.7,92.5,71.3,0.037000000000000005,12.49,112.0,99.5,3.87,2017,1314.0,1314,87.96153846153847,28.220000000000013,120.69999999999996,92.5,71.29999999999997,0.037000000000000026,12.490000000000006,112.0,99.5,3.8700000000000014,32.03846153846154,66.5,7.653846153846154,19.76923076923077,16.23076923076923,22.807692307692307,16.423076923076923,28.346153846153847,19.0,11.846153846153847,7.384615384615385,3.076923076923077,17.153846153846153,1302.0,68.34615384615384,9.989999999999998,111.14615384615384,101.16923076923078,67.52307692307693,0.000461538461538463,6.655384615384616,108.49615384615382,101.82307692307694,0.27884615384615385,24.346153846153847,59.76923076923077,7.8076923076923075,24.346153846153847,11.846153846153847,17.0,9.115384615384615,20.53846153846154,10.923076923076923,14.23076923076923,6.076923076923077,4.346153846153846,19.46153846153846
4,kentucky,27.72,119.1,91.4,72.0,0.006,10.98,110.5,99.5,3.74,2017,1246.0,1246,86.78571428571429,27.720000000000017,119.09999999999994,91.40000000000005,72.0,0.006000000000000003,10.98,110.5,99.5,3.739999999999999,30.535714285714285,63.0,7.142857142857143,19.607142857142858,18.571428571428573,26.357142857142858,12.714285714285714,28.0,15.821428571428571,11.821428571428571,6.0,5.392857142857143,19.107142857142858,1254.9642857142858,69.25,9.668214285714287,109.03571428571429,99.36785714285716,68.10357142857141,-0.00975,6.699642857142858,107.91785714285716,101.21785714285716,0.9407142857142855,24.75,59.964285714285715,5.785714285714286,19.821428571428573,13.964285714285714,20.714285714285715,10.071428571428571,23.75,10.25,14.607142857142858,4.5,2.8214285714285716,23.678571428571427
5,florida,27.5,116.9,89.5,69.0,-0.041,12.46,110.3,97.8,8.19,2017,1196.0,1196,81.79166666666667,27.5,116.90000000000005,89.5,69.0,-0.041000000000000016,12.46,110.30000000000001,97.8,8.19,27.166666666666668,58.375,8.625,22.0,18.833333333333332,25.625,11.666666666666666,26.75,13.625,12.166666666666666,7.958333333333333,5.083333333333333,18.166666666666668,1246.7083333333333,64.16666666666667,8.766666666666667,108.79999999999997,100.03750000000002,68.25416666666665,0.0024583333333333354,5.95,107.78333333333332,101.83749999999998,0.3145833333333333,23.125,58.583333333333336,5.208333333333333,18.083333333333332,12.708333333333334,18.666666666666668,11.125,23.291666666666668,8.958333333333334,15.541666666666666,5.5,2.7083333333333335,21.666666666666668
6,kansas,27.45,121.9,94.5,70.2,0.067,12.43,111.2,98.8,2.39,2017,1242.0,1242,82.42857142857143,27.45000000000001,121.90000000000006,94.5,70.20000000000003,0.06699999999999996,12.430000000000005,111.19999999999996,98.80000000000003,2.39,29.821428571428573,60.607142857142854,8.535714285714286,20.892857142857142,14.25,21.714285714285715,12.071428571428571,27.071428571428573,16.428571428571427,12.821428571428571,7.107142857142857,4.892857142857143,17.607142857142858,1314.1785714285713,69.67857142857143,12.730357142857143,111.29285714285713,98.56428571428572,67.85357142857143,-0.0255,8.71642857142857,109.41785714285712,100.68571428571428,0.3732142857142862,25.071428571428573,61.07142857142857,6.714285714285714,19.892857142857142,12.821428571428571,18.25,11.714285714285714,22.714285714285715,12.392857142857142,13.5,6.642857142857143,3.892857142857143,18.571428571428573
7,west virginia,27.17,116.5,89.4,69.9,-0.043,10.84,110.1,99.2,-7.97,2017,1452.0,1452,82.96,27.17,116.5,89.40000000000003,69.90000000000003,-0.04300000000000001,10.84,110.09999999999995,99.2,-7.97,29.24,63.44,7.48,20.28,17.0,25.04,14.76,23.48,17.08,11.6,11.12,4.96,19.08,1324.28,61.84,9.411599999999998,108.49599999999998,99.1,66.976,-0.012319999999999998,7.4204,108.944,101.52,0.2624000000000001,21.0,52.16,6.76,20.16,13.08,20.08,11.16,23.28,11.76,21.76,5.16,3.76,21.56
8,wichita st.,26.14,118.7,92.6,68.0,-0.021,1.5,105.0,103.5,-0.32,2017,1455.0,1455,83.03571428571429,26.13999999999999,118.69999999999995,92.59999999999995,68.0,-0.021000000000000008,1.5,105.0,103.5,-0.3200000000000001,28.607142857142858,59.214285714285715,9.0,21.464285714285715,16.821428571428573,22.821428571428573,11.535714285714286,30.392857142857142,17.142857142857142,11.0,6.857142857142857,3.9642857142857144,18.5,1260.357142857143,59.964285714285715,0.051071428571428816,103.94285714285715,103.88214285714282,67.09285714285717,0.00042857142857142893,1.7571428571428576,104.99642857142858,103.24285714285713,0.16035714285714325,20.285714285714285,56.142857142857146,6.035714285714286,21.25,13.357142857142858,19.071428571428573,8.928571428571429,22.571428571428573,9.535714285714286,13.571428571428571,5.035714285714286,2.9642857142857144,20.214285714285715
9,louisville,25.51,117.2,91.7,67.9,-0.023,11.14,111.6,100.5,4.2,2017,1257.0,1257,81.29166666666667,25.509999999999994,117.19999999999997,91.70000000000003,67.90000000000002,-0.023000000000000007,11.139999999999993,111.59999999999995,100.5,4.200000000000002,28.916666666666668,62.0,8.041666666666666,20.291666666666668,15.416666666666666,22.166666666666668,14.166666666666666,27.708333333333332,14.666666666666666,11.416666666666666,7.041666666666667,5.875,19.0,1297.75,63.166666666666664,9.420416666666666,110.59999999999998,101.17916666666669,67.64166666666667,0.011583333333333336,5.08375,107.5791666666667,102.47500000000001,-1.1600000000000001,21.333333333333332,56.291666666666664,6.541666666666667,21.5,13.958333333333334,21.0,10.708333333333334,22.375,10.541666666666666,14.625,5.0,2.6666666666666665,19.208333333333332
10,oregon,25.02,118.2,93.2,67.0,0.034,8.05,109.2,101.2,0.51,2017,1332.0,1332,80.78571428571429,25.01999999999999,118.19999999999995,93.19999999999997,67.0,0.03400000000000002,8.050000000000004,109.19999999999996,101.19999999999997,0.5099999999999999,28.75,57.67857142857143,8.857142857142858,22.25,14.428571428571429,20.321428571428573,9.928571428571429,26.178571428571427,17.464285714285715,11.964285714285714,6.571428571428571,6.821428571428571,15.821428571428571,1286.3214285714287,63.82142857142857,6.061071428571429,107.4607142857143,101.4,68.39285714285715,-0.010571428571428574,4.060714285714286,107.02142857142856,102.95714285714283,-0.9592857142857145,23.214285714285715,58.92857142857143,6.75,22.285714285714285,10.642857142857142,14.821428571428571,10.607142857142858,20.75,11.178571428571429,14.107142857142858,4.785714285714286,2.9285714285714284,19.25
